label,type,uri,author,yearDelivered,isJointPaper,cleanTitle,affiliation,coauthor,JSONRecord,cleanerTitle,primaryTitleFlag,authors,Co_Author2,Co_Author3,FlagThirdAuthor,relationType,relationWeight,surname
Dick1989,Item,http://127.0.0.1/Dick1989,"Dick, Trevor",1989,No,"The Worker's Standard of Living: Industrial Change in Canada, 1870-1914",University of Lethbridge,,"{""Author"" : ""Dick, Trevor"", ""Year"" : ""1989"",""label"" : ""Dick1989"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Dick1989"", ""cleanTitle"" : ""The Worker's Standard of Living: Industrial Change in Canada, 1870-1914"", ""Institution"" : ""University of Lethbridge""},","The Worker's Standard of Living: Industrial Change in Canada, 1870-1914",1,,,,No,,,Dick
Dick1990,Item,http://127.0.0.1/Dick1990,"Dick, Trevor",1990,No,Price Flexibility and Economic Instability in Canada,University of Lethbridge,,"{""Author"" : ""Dick, Trevor"", ""Year"" : ""1990"",""label"" : ""Dick1990"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Dick1990"", ""cleanTitle"" : ""Price Flexibility and Economic Instability in Canada"", ""Institution"" : ""University of Lethbridge""},",Price Flexibility and Economic Instability in Canada,1,,,,No,,,Dick
Dick1999,Item,http://127.0.0.1/Dick1999,"Dick, Trevor",1999,No,Canada's Commitment to Market Preserving Limited Government: In the Making from Union to Confederation,,,"{""Author"" : ""Dick, Trevor"", ""Year"" : ""1999"",""label"" : ""Dick1999"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Dick1999"", ""cleanTitle"" : ""Canada's Commitment to Market Preserving Limited Government: In the Making from Union to Confederation"", ""Institution"" : """"},",Canada's Commitment to Market Preserving Limited Government: In the Making from Union to Confederation,1,,,,No,,,Dick
Diebolt2005,Item,http://127.0.0.1/Diebolt2005,"Diebolt, Claude",2005,Yes,"Becker vs. Easterlin: Education, Fertility and Growth in France after World","Montpellier, France","Doliger, Cédric","{""Author"" : ""Diebolt, Claude"", ""Year"" : ""2005"",""label"" : ""Diebolt2005"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Diebolt2005"", ""cleanTitle"" : ""Becker vs. Easterlin: Education, Fertility and Growth in France after World"", ""Institution"" : ""Montpellier, France""},","Becker vs. Easterlin: Education, Fertility and Growth in France after World",1,,"Doliger, Cédric",,No,Undirected,1,Diebolt
DigheA2011,Item,http://127.0.0.1/DigheA2011,"Dighe, Ranjit",2011,No,"Business Week, the Great Depression and the Coming of Keynesianism to America",SUNY Oswego,,"{""Author"" : ""Dighe, Ranjit"", ""Year"" : ""2011"",""label"" : ""DigheA2011"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/DigheA2011"", ""cleanTitle"" : ""Business Week, the Great Depression and the Coming of Keynesianism to America"", ""Institution"" : ""SUNY Oswego""},","Business Week, the Great Depression and the Coming of Keynesianism to America",1,,,,No,,,Dighe
DiMatteo1990,Item,http://127.0.0.1/DiMatteo1990,"DiMatteo, Livio",1990,No,"Determinants of Wealth Holding in Wentworth County, Ontario, 1872-1882",McMaster University,,"{""Author"" : ""DiMatteo, Livio"", ""Year"" : ""1990"",""label"" : ""DiMatteo1990"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/DiMatteo1990"", ""cleanTitle"" : ""Determinants of Wealth Holding in Wentworth County, Ontario, 1872-1882"", ""Institution"" : ""McMaster University""},","Determinants of Wealth Holding in Wentworth County, Ontario, 1872-1882",1,,,,No,,,DiMatteo
DiMatteo1992,Item,http://127.0.0.1/DiMatteo1992,"DiMatteo, Livio",1992,No,The Ontario 1892 Wealth Project,Lakehead University,,"{""Author"" : ""DiMatteo, Livio"", ""Year"" : ""1992"",""label"" : ""DiMatteo1992"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/DiMatteo1992"", ""cleanTitle"" : ""The Ontario 1892 Wealth Project"", ""Institution"" : ""Lakehead University""},",The Ontario 1892 Wealth Project,1,,,,No,,,DiMatteo
DiMatteo1994,Item,http://127.0.0.1/DiMatteo1994,"DiMatteo, Livio",1994,Yes,"Quantitative Methods, Historical Micro-data, and the Interpretation of Canadian Economic History: An Evaluation",Lakehead University,"George, Peter","{""Author"" : ""DiMatteo, Livio"", ""Year"" : ""1994"",""label"" : ""DiMatteo1994"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/DiMatteo1994"", ""cleanTitle"" : ""Quantitative Methods, Historical Micro-data, and the Interpretation of Canadian Economic History: An Evaluation"", ""Institution"" : ""Lakehead University""},","Quantitative Methods, Historical Micro-data, and the Interpretation of Canadian Economic History: An Evaluation",1,,"George, Peter",,No,Undirected,1,DiMatteo
DiMatteo1995,Item,http://127.0.0.1/DiMatteo1995,"DiMatteo, Livio",1995,No,Wealth Accumulation in the Late 19th Century,Lakehead University,,"{""Author"" : ""DiMatteo, Livio"", ""Year"" : ""1995"",""label"" : ""DiMatteo1995"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/DiMatteo1995"", ""cleanTitle"" : ""Wealth Accumulation in the Late 19th Century"", ""Institution"" : ""Lakehead University""},",Wealth Accumulation in the Late 19th Century,1,,,,No,,,DiMatteo
DiMatteo1997,Item,http://127.0.0.1/DiMatteo1997,"DiMatteo, Livio",1997,No,Historical Evidence of the Demand for Life Insurance over the Life-Cycle,Lakehead University,,"{""Author"" : ""DiMatteo, Livio"", ""Year"" : ""1997"",""label"" : ""DiMatteo1997"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/DiMatteo1997"", ""cleanTitle"" : ""Historical Evidence of the Demand for Life Insurance over the Life-Cycle"", ""Institution"" : ""Lakehead University""},",Historical Evidence of the Demand for Life Insurance over the Life-Cycle,1,,,,No,,,DiMatteo
DiMatteo1999,Item,http://127.0.0.1/DiMatteo1999,"DiMatteo, Livio",1999,No,"Wealth, the Wheat Boom and Canadian Economic Development: Evidence from Thunder Bay District Probated Estates, 1885-1914",Lakehead University,,"{""Author"" : ""DiMatteo, Livio"", ""Year"" : ""1999"",""label"" : ""DiMatteo1999"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/DiMatteo1999"", ""cleanTitle"" : ""Wealth, the Wheat Boom and Canadian Economic Development: Evidence from Thunder Bay District Probated Estates, 1885-1914"", ""Institution"" : ""Lakehead University""},","Wealth, the Wheat Boom and Canadian Economic Development: Evidence from Thunder Bay District Probated Estates, 1885-1914",1,,,,No,,,DiMatteo
DiMatteo2002,Item,http://127.0.0.1/DiMatteo2002,"DiMatteo, Livio",2002,No,"Wealth, Inequality and Economic Change.",Lakehead University,,"{""Author"" : ""DiMatteo, Livio"", ""Year"" : ""2002"",""label"" : ""DiMatteo2002"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/DiMatteo2002"", ""cleanTitle"" : ""Wealth, Inequality and Economic Change"", ""Institution"" : ""Lakehead University""},","Wealth, Inequality and Economic Change",1,,,,No,,,DiMatteo
DiMatteo2003,Item,http://127.0.0.1/DiMatteo2003,"DiMatteo, Livio",2003,No,Wealth and Aging in Canada,Lakehead University,,"{""Author"" : ""DiMatteo, Livio"", ""Year"" : ""2003"",""label"" : ""DiMatteo2003"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/DiMatteo2003"", ""cleanTitle"" : ""Wealth and Aging in Canada"", ""Institution"" : ""Lakehead University""},",Wealth and Aging in Canada,1,,,,No,,,DiMatteo
DiMatteo2005,Item,http://127.0.0.1/DiMatteo2005,"DiMatteo, Livio",2005,Yes,"Natural Resource Exports, Wealth Accumulation and Development in Settler",Lakehead University,"Emery, J. Herb;Shanahan, M.","{""Author"" : ""DiMatteo, Livio"", ""Year"" : ""2005"",""label"" : ""DiMatteo2005"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/DiMatteo2005"", ""cleanTitle"" : ""Natural Resource Exports, Wealth Accumulation and Development in Settler"", ""Institution"" : ""Lakehead University""},","Natural Resource Exports, Wealth Accumulation and Development in Settler",1,,"Shanahan, M.","Emery, J. Herb",Yes,,,DiMatteo
diMAtteo2008,Item,http://127.0.0.1/Bordo2000,"DiMatteo, Livio",2008,No,"Two Steps Forward, One Step Back: Women and Wealth in Ontario, 1870-1920",Lakehead University,,"{""Author"" : ""DiMatteo, Livio"", ""Year"" : ""2008"",""label"" : ""diMAtteo2008"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Bordo2000"", ""cleanTitle"" : ""Two Steps Forward, One Step Back: Women and Wealth in Ontario, 1870-1920"", ""Institution"" : ""Lakehead University""},","Two Steps Forward, One Step Back: Women and Wealth in Ontario, 1870-1920",1,,,,No,,,DiMatteo
diMAtteo2009,Item,http://127.0.0.1/diMAtteo2009,"DiMatteo, Livio",2009,No,Reconciling Macro and Micro Evidence on Economic Growth in the Post Confederation Era,Lakehead University,,"{""Author"" : ""DiMatteo, Livio"", ""Year"" : ""2009"",""label"" : ""diMAtteo2009"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/diMAtteo2009"", ""cleanTitle"" : ""Reconciling Macro and Micro Evidence on Economic Growth in the Post Confederation Era"", ""Institution"" : ""Lakehead University""},",Reconciling Macro and Micro Evidence on Economic Growth in the Post Confederation Era,1,,,,No,,,DiMatteo
DimatteoA2011,Item,http://127.0.0.1/DimatteoA2011,"DiMatteo, Livio",2011,Yes,The Evolution of Financial Intermediation: Evidence from 19th Century Ontario Microdata,Lakehead University,"Redish, Angela","{""Author"" : ""DiMatteo, Livio"", ""Year"" : ""2011"",""label"" : ""DimatteoA2011"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/DimatteoA2011"", ""cleanTitle"" : ""The Evolution of Financial Intermediation: Evidence from 19th Century Ontario Microdata"", ""Institution"" : ""Lakehead University""},",The Evolution of Financial Intermediation: Evidence from 19th Century Ontario Microdata,1,,"Redish, Angela",,No,Undirected,1,DiMatteo
DiMatteoA2012,Item,,"DiMatteo, Livio",2012,No,Tops and Bottoms: Wealth Extremes in the Late Nineteenth Century,Lakehead University,,"{""Author"" : ""DiMatteo, Livio"", ""Year"" : ""2012"",""label"" : ""DiMatteoA2012"", ""type"" : ""Item"", ""uri"" : """", ""cleanTitle"" : ""Tops and Bottoms: Wealth Extremes in the Late Nineteenth Century"", ""Institution"" : ""Lakehead University""},",Tops and Bottoms: Wealth Extremes in the Late Nineteenth Century,1,,,,No,,,DiMatteo
DimatteoA2014,Item,pdfs/2014/diMatteo.pdf,"DiMatteo, Livio",2014,No,All Equal in Sight of God: Religion and Economic Inequality in the Early Twentieth Century,Lakehead University,,"{""Author"" : ""DiMatteo, Livio"", ""Year"" : ""2014"",""label"" : ""DimatteoA2014"", ""type"" : ""Item"", ""uri"" : ""pdfs/2014/diMatteo.pdf"", ""cleanTitle"" : ""All Equal in Sight of God: Religion and Economic Inequality in the Early Twentieth Century"", ""Institution"" : ""Lakehead University""},",All Equal in Sight of God: Religion and Economic Inequality in the Early Twentieth Century,1,,,,No,,,DiMatteo
Dincecco2008,Item,http://127.0.0.1/Bordo2000,"Dincecco, Mark",2008,No,The Political Economy of Financial Good Housekeeping in Historical Perspective,IMT Lucca Institute,,"{""Author"" : ""Dincecco, Mark"", ""Year"" : ""2008"",""label"" : ""Dincecco2008"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Bordo2000"", ""cleanTitle"" : ""The Political Economy of Financial Good Housekeeping in Historical Perspective"", ""Institution"" : ""IMT Lucca Institute""},",The Political Economy of Financial Good Housekeeping in Historical Perspective,1,,,,No,,,Dincecco
DippelA2011,Item,http://127.0.0.1/DippelA2011,"Dippel, Christian",2011,No,Trade and Coercive Labour-Market Institutions in British Plantation Colonies,University of Toronto,,"{""Author"" : ""Dippel, Christian"", ""Year"" : ""2011"",""label"" : ""DippelA2011"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/DippelA2011"", ""cleanTitle"" : ""Trade and Coercive Labour-Market Institutions in British Plantation Colonies"", ""Institution"" : ""University of Toronto""},",Trade and Coercive Labour-Market Institutions in British Plantation Colonies,1,,,,No,,,Dippel
diQuircio1997,Item,http://127.0.0.1/diQuirico1997,"diQuircio, Robert",1997,No,"The Initial Phases of the Italian Bank's Expansion Abroad, 1900-31","European University Institute, Florence",,"{""Author"" : ""diQuircio, Robert"", ""Year"" : ""1997"",""label"" : ""diQuircio1997"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/diQuirico1997"", ""cleanTitle"" : ""The Initial Phases of the Italian Bank's Expansion Abroad, 1900-31"", ""Institution"" : ""European University Institute, Florence""},","The Initial Phases of the Italian Bank's Expansion Abroad, 1900-31",1,,,,No,,,diQuircio
Doliger2005,Item,http://127.0.0.1/Doliger2005,"Doliger, Cédric",2005,Yes,"Becker vs. Easterlin: Education, Fertility and Growth in France after World","Montpellier, France","Diebolt, Claude","{""Author"" : ""Doliger, Cédric"", ""Year"" : ""2005"",""label"" : ""Doliger2005"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Doliger2005"", ""cleanTitle"" : ""Becker vs. Easterlin: Education, Fertility and Growth in France after World"", ""Institution"" : ""Montpellier, France""},","Becker vs. Easterlin: Education, Fertility and Growth in France after World",,,"Diebolt, Claude",,No,,,Doliger
DostieA2011,Item,http://127.0.0.1/DostieA2011,"Dostie, Benoit",2011,Yes,The People's Will: Referendums and Alcohol Prohibition in International Perspective,HEC,"Dupré, Ruth","{""Author"" : ""Dostie, Benoit"", ""Year"" : ""2011"",""label"" : ""DostieA2011"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/DostieA2011"", ""cleanTitle"" : ""The People's Will: Referendums and Alcohol Prohibition in International Perspective"", ""Institution"" : ""HEC""},",The People's Will: Referendums and Alcohol Prohibition in International Perspective,1,,"Dupré, Ruth",,No,Undirected,1,Dostie
Douglas2000,Item,http://127.0.0.1/Douglas2000,"Douglas, Catherine",2000,No,The Enclosure Movement in Scotland: An Analysis of Data from the Old Statistical Account.,,,"{""Author"" : ""Douglas, Catherine"", ""Year"" : ""2000"",""label"" : ""Douglas2000"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Douglas2000"", ""cleanTitle"" : ""The Enclosure Movement in Scotland: An Analysis of Data from the Old Statistical Account"", ""Institution"" : """"},",The Enclosure Movement in Scotland: An Analysis of Data from the Old Statistical Account,1,,,,No,,,Douglas
Dow2006,Item,http://127.0.0.1/Dow2006,"Dow, Greg",2006,Yes,Why did progress take so long?,,"Reed, Clyde","{""Author"" : ""Dow, Greg"", ""Year"" : ""2006"",""label"" : ""Dow2006"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Dow2006"", ""cleanTitle"" : ""Why did progress take so long?"", ""Institution"" : """"},",Why did progress take so long?,1,,"Reed, Clyde",,No,Undirected,1,Dow
Drelichman2003,Item,http://127.0.0.1/Drelichman2003,"Drelichman, Mauricio",2003,No,"All That Glitters: Precious Metals, Rent Seeking and the Decline of Spain",University of British Columbia,,"{""Author"" : ""Drelichman, Mauricio"", ""Year"" : ""2003"",""label"" : ""Drelichman2003"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Drelichman2003"", ""cleanTitle"" : ""All That Glitters: Precious Metals, Rent Seeking and the Decline of Spain"", ""Institution"" : ""University of British Columbia""},","All That Glitters: Precious Metals, Rent Seeking and the Decline of Spain",1,,,,No,,,Drelichman
Drelichman2005,Item,http://127.0.0.1/Drelichman2005,"Drelichman, Mauricio",2005,No,"Sons of Something: Taxes, Lawsuits and Local Political Control in Sixteenth",University of British Columbia,,"{""Author"" : ""Drelichman, Mauricio"", ""Year"" : ""2005"",""label"" : ""Drelichman2005"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Drelichman2005"", ""cleanTitle"" : ""Sons of Something: Taxes, Lawsuits and Local Political Control in Sixteenth"", ""Institution"" : ""University of British Columbia""},","Sons of Something: Taxes, Lawsuits and Local Political Control in Sixteenth",1,,,,No,,,Drelichman
Drelichman2008,Item,http://127.0.0.1/Bordo2000,"Drelichman, Mauricio",2008,Yes,Lending to the Borrower from Hell: Lender Coalitions and Incentive Compatibility in the Age of Phillip II,University of British Columbia,"Voth, Hans-Joachim","{""Author"" : ""Drelichman, Mauricio"", ""Year"" : ""2008"",""label"" : ""Drelichman2008"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Bordo2000"", ""cleanTitle"" : ""Lending to the Borrower from Hell: Lender Coalitions and Incentive Compatibility in the Age of Phillip II"", ""Institution"" : ""University of British Columbia""},",Lending to the Borrower from Hell: Lender Coalitions and Incentive Compatibility in the Age of Phillip II,1,,"Voth, Hans-Joachim",,No,Undirected,1,Drelichman
DrelichmanA2011,Item,http://127.0.0.1/DrelichmanA2011,"Drelichman, Mauricio",2011,Yes,"Funding Empire: Risk, Diversification and the Underwriting of Early Modern Sovereign Loans",University of British Columbia,"Voth, Hans-Joachim","{""Author"" : ""Drelichman, Mauricio"", ""Year"" : ""2011"",""label"" : ""DrelichmanA2011"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/DrelichmanA2011"", ""cleanTitle"" : ""Funding Empire: Risk, Diversification and the Underwriting of Early Modern Sovereign Loans"", ""Institution"" : ""University of British Columbia""},","Funding Empire: Risk, Diversification and the Underwriting of Early Modern Sovereign Loans",1,,"Voth, Hans-Joachim",,No,Undirected,1,Drelichman
Drummond1985,Item,http://127.0.0.1/Drummond1985,"Drummond, Ian",1985,No,"The Revolution in Ontario Commerce, 1867-1940",University of Toronto,,"{""Author"" : ""Drummond, Ian"", ""Year"" : ""1985"",""label"" : ""Drummond1985"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Drummond1985"", ""cleanTitle"" : ""The Revolution in Ontario Commerce, 1867-1940"", ""Institution"" : ""University of Toronto""},","The Revolution in Ontario Commerce, 1867-1940",1,,,,No,,,Drummond
Drummond1992,Item,http://127.0.0.1/Drummond1992,"Drummond, Ian",1992,No,"Debt and the Union Government, 1914-1920",University of Toronto,,"{""Author"" : ""Drummond, Ian"", ""Year"" : ""1992"",""label"" : ""Drummond1992"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Drummond1992"", ""cleanTitle"" : ""Debt and the Union Government, 1914-1920"", ""Institution"" : ""University of Toronto""},","Debt and the Union Government, 1914-1920",1,,,,No,,,Drummond
